,country_id,country_value,indicator_name,year,value,region,incomeLevel,longitude,latitude
208,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2023,316184299898.914,Aggregates,Aggregates,,
209,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2022,331252964411.356,Aggregates,Aggregates,,
210,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2021,272351778574.124,Aggregates,Aggregates,,
211,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2020,212362005427.523,Aggregates,Aggregates,,
212,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2019,238864139992.74,Aggregates,Aggregates,,
213,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2018,233563680587.429,Aggregates,Aggregates,,
214,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2017,200738115375.484,Aggregates,Aggregates,,
215,XL,Least developed countries: UN classification,Exports of goods and services (current US$),2016,175544201383.688,Aggregates,Aggregates,,
216,XO,Low & middle income,Exports of goods and services (current US$),2023,9100794811551.75,Aggregates,Aggregates,,
217,XO,Low & middle income,Exports of goods and services (current US$),2022,9427890913439.63,Aggregates,Aggregates,,
218,XO,Low & middle income,Exports of goods and services (current US$),2021,8369889629911.63,Aggregates,Aggregates,,
219,XO,Low & middle income,Exports of goods and services (current US$),2020,6434140914908.88,Aggregates,Aggregates,,
220,XO,Low & middle income,Exports of goods and services (current US$),2019,6932768988282.75,Aggregates,Aggregates,,
221,XO,Low & middle income,Exports of goods and services (current US$),2018,7014233322018.07,Aggregates,Aggregates,,
222,XO,Low & middle income,Exports of goods and services (current US$),2017,6357412596177.59,Aggregates,Aggregates,,
223,XO,Low & middle income,Exports of goods and services (current US$),2016,5662576573340.63,Aggregates,Aggregates,,
224,XM,Low income,Exports of goods and services (current US$),2023,104795137422.148,Aggregates,Aggregates,,
225,XM,Low income,Exports of goods and services (current US$),2022,103846186039.727,Aggregates,Aggregates,,
226,XM,Low income,Exports of goods and services (current US$),2021,87042348812.9662,Aggregates,Aggregates,,
227,XM,Low income,Exports of goods and services (current US$),2020,68533174341.5358,Aggregates,Aggregates,,
228,XM,Low income,Exports of goods and services (current US$),2019,72936315070.8897,Aggregates,Aggregates,,
229,XM,Low income,Exports of goods and services (current US$),2018,75558812968.5594,Aggregates,Aggregates,,
230,XM,Low income,Exports of goods and services (current US$),2017,66058053922.0341,Aggregates,Aggregates,,
231,XM,Low income,Exports of goods and services (current US$),2016,58455730061.786,Aggregates,Aggregates,,
232,XN,Lower middle income,Exports of goods and services (current US$),2023,2038732059325.51,Aggregates,Aggregates,,
233,XN,Lower middle income,Exports of goods and services (current US$),2022,2055367476665.61,Aggregates,Aggregates,,
234,XN,Lower middle income,Exports of goods and services (current US$),2021,1753110862667.46,Aggregates,Aggregates,,
235,XN,Lower middle income,Exports of goods and services (current US$),2020,1398536245206.93,Aggregates,Aggregates,,
236,XN,Lower middle income,Exports of goods and services (current US$),2019,1522305962501.13,Aggregates,Aggregates,,
237,XN,Lower middle income,Exports of goods and services (current US$),2018,1486800872899.34,Aggregates,Aggregates,,
238,XN,Lower middle income,Exports of goods and services (current US$),2017,1347999182538.7,Aggregates,Aggregates,,
239,XN,Lower middle income,Exports of goods and services (current US$),2016,1175547259334.34,Aggregates,Aggregates,,
240,ZQ,"Middle East, North Africa, Afghanistan & Pakistan",Exports of goods and services (current US$),2023,2016772128554.45,Aggregates,Aggregates,,
241,ZQ,"Middle East, North Africa, Afghanistan & Pakistan",Exports of goods and services (current US$),2022,2122972066666.49,Aggregates,Aggregates,,
242,ZQ,"Middle East, North Africa, Afghanistan & Pakistan",Exports of goods and services (current US$),2021,1560256704074.33,Aggregates,Aggregates,,
243,ZQ,"Middle East, North Africa, Afghanistan & Pakistan",Exports of goods and services (current US$),2020,1138744817563.71,Aggregates,Aggregates,,
244,ZQ,"Middle East, North Africa, Afghanistan & Pakistan",Exports of goods and services (current US$),2019,1487791726018.97,Aggregates,Aggregates,,
245,ZQ,"Middle East, North Africa, Afghanistan & Pakistan",Exports of goods and services (current US$),2018,1575811008610.12,Aggregates,Aggregates,,
246,ZQ,"Middle East, North Africa, Afghanistan & Pakistan",Exports of goods and services (current US$),2017,1345575516855.42,Aggregates,Aggregates,,
247,ZQ,"Middle East, North Africa, Afghanistan & Pakistan",Exports of goods and services (current US$),2016,1182670793061.91,Aggregates,Aggregates,,
248,XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Exports of goods and services (current US$),2023,552025453966.35,Aggregates,Aggregates,,
249,XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Exports of goods and services (current US$),2022,579152650894.312,Aggregates,Aggregates,,
250,XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Exports of goods and services (current US$),2021,419748592188.17,Aggregates,Aggregates,,
251,XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Exports of goods and services (current US$),2020,292221176744.505,Aggregates,Aggregates,,
252,XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Exports of goods and services (current US$),2019,422148264016.077,Aggregates,Aggregates,,
253,XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Exports of goods and services (current US$),2018,470825296518.249,Aggregates,Aggregates,,
254,XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Exports of goods and services (current US$),2017,392393180202.406,Aggregates,Aggregates,,
255,XQ,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Exports of goods and services (current US$),2016,332521231323.293,Aggregates,Aggregates,,
